isrc,path,value,,,,,,
USWD11569823,Anatomy > Arrangement,Voice & Music,,,,,,
USWD11569823,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USWD11569823,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD11569823,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Section > String Section,Has Strings,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Section > Choir,Has Choir,,,,,,
USWD11569823,Performance > Voice > Vocal Ensemble,Choir,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Timbre,Acoustic,,,,,,
USWD11569823,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USWD11569823,Performance > Instrument,Strings,,,,,,
USWD11569823,Performance > Instrument,Percussion,,,,,,
USWD11569823,Lyrics > Lyric Theme > Spiritual > Idea,Magic,,,,,,
USWD11569823,Lyrics > Lyric Theme > Spiritual > Idea,Supernatural,,,,,,
USWD11569823,Lyrics > Lyric Technique,Nonsensical,,,,,,
USWD11569823,Lyrics > Lyric Language > Indo-European,English,,,,,,
USWD11569823,Application > Version,Studio Version,,,,,,
USWD11569823,Application > Playlist > Theme,Soundtrack,,,,,,
USWD11569823,Application > Function > Media Music,Soundtrack,,,,,,
USWD11569823,Anatomy > Arrangement,Voice & Music,,,,,,
USWD11569823,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD11569823,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USWD11569823,Anatomy > Rhythm & Time > Meter > Compound,6,,,,,,
USWD11569823,Anatomy > Harmony > Root,Bb/A#,,,,,,
USWD11569823,Anatomy > Harmony > Mode,Major,,,,,,
USWD11569823,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USWD11569823,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Section > Choir,Has Choir,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Section > String Section,Has Strings,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Section > Wind Section,Has Winds,,,,,,
USWD11569823,Performance > Ensemble > Ensemble Timbre,Acoustic,,,,,,
USWD11569823,Performance > Voice > Lead Vocals,Female,,,,,,
USWD11569823,Performance > Voice > Vocal Ensemble,Choir,,,,,,
USWD11569823,Performance > Voice,Background Vocals,,,,,,
USWD11569823,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USWD11569823,Performance > Voice > Vocal Technique,Talk-Sing,,,,,,
USWD11569823,Performance > Instrument > Strings,Bowed Strings,,,,,,
USWD11569823,Performance > Instrument,Strings,,,,,,
USWD11569823,Performance > Instrument > Strings,Cello,,,,,,
USWD11569823,Performance > Instrument > Strings,Viola,,,,,,
USWD11569823,Performance > Instrument > Strings,Violin,,,,,,
USWD11569823,Performance > Instrument > Strings,Double Bass,,,,,,
USWD11569823,Performance > Instrument > Strings > Harp,Concert Harp,,,,,,
USWD11569823,Performance > Instrument > Wind,Flute,,,,,,
USWD11569823,Performance > Instrument > Wind,Oboe,,,,,,
USWD11569823,Performance > Instrument > Wind,Clarinet,,,,,,
USWD11569823,Performance > Instrument > Wind,Trumpet,,,,,,
USWD11569823,Performance > Instrument > Wind,Trombone,,,,,,
USWD11569823,Performance > Instrument > Wind,Tuba,,,,,,
USWD11569823,Performance > Instrument > Wind,Bassoon,,,,,,
USWD11569823,Performance > Instrument > Percussion > Percussion Section,Orchestral Percussion,,,,,,
USWD11569823,Performance > Instrument,Percussion,,,,,,
USWD11569823,Energy > Intensity > Medium,Medium Intensity,,,,,,
USWD11569823,Anatomy > Rhythm & Time > Rhythmic Feel,Triple Feel,,,,,,
USWD11569823,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USWD11569823,Origin > Relevant Location > North America,United States,,,,,,
USWD11569823,Origin > Relevant Location > Europe,England,,,,,,
USWD11569823,Genre,Pop,,,,,,
USWD11569823,Application > Playlist > Time > Decade,2010s,,,,,,
USWD11569823,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USWD11569823,Energy > Emotion > Positive,Happy,,,,,,
USWD11569823,Energy > Emotion > Positive,Uplifting,,,,,,
USWD11569823,Energy > Emotion > Attitude,Lighthearted,,,,,,
USWD11569823,Energy > Emotion > Attitude,Playful,,,,,,
USWD11569823,Anatomy > Structure > Form,Song Form,,,,,,
USWD11569823,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USWD11569823,Energy > Sound Color,Full,,,,,,
USWD11569823,Energy > Sound Color,Light,,,,,,
USWD11569823,Energy > Sound Color,Balanced,,,,,,
USHR19713001,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR19713001,Anatomy > Harmony > Root,E,,,,,,
USHR19713001,Anatomy > Harmony > Mode,Major,,,,,,
USHR19713001,Performance > Instrument,Drum Set,,,,,,
USHR19713001,Performance > Performer > Intensity,Light,,,,,,
USHR19713001,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USHR19713001,Anatomy > Arrangement,Voice & Music,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Timbre,Electric,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Configuration,Rock Band,,,,,,
USHR19713001,Energy > Intensity > High,High Intensity,,,,,,
USHR19713001,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR19713001,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR19713001,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR19713001,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USHR19713001,Energy > Emotion > Positive,Uplifting,,,,,,
USHR19713001,Lyrics > Lyric Theme > Conflict > Stress,Loss,,,,,,
USHR19713001,Lyrics > Lyric Theme > Conflict > Stress,Problems,,,,,,
USHR19713001,Lyrics > Lyric Theme > Conflict > Shame,Pain,,,,,,
USHR19713001,Lyrics > Lyric Theme > Feelings > Gratitude,Connection,,,,,,
USHR19713001,Lyrics > Lyric Theme > Feelings > Gratitude,Understanding,,,,,,
USHR19713001,Lyrics > Lyric Theme > Spiritual > Idea,Death,,,,,,
USHR19713001,Lyrics > Lyric Theme > Love > Commitment,Togetherness,,,,,,
USHR19713001,Lyrics > Lyric Theme > Love > Commitment,Us Against The World,,,,,,
USHR19713001,Lyrics > Lyric Theme > Love > Romantic,Affection,,,,,,
USHR19713001,Application > Version,Studio Version,,,,,,
USHR19713001,Performance > Voice > Vocal Range > Low Vocal Range,Tenor Voice,,,,,,
USHR19713001,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USHR19713001,Application > Playlist > Time > Decade,1990s,,,,,,
USHR19713001,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USHR19713001,Genre > Rock,Alternative Rock,,,,,,
USHR19713001,Genre > Rock,Power Pop,,,,,,
USHR19713001,Origin > Relevant Location > North America,United States,,,,,,
USHR19713001,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR19713001,Anatomy > Rhythm & Time > Tempo > Speed,Medium Fast,,,,,,
USHR19713001,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR19713001,Performance > Voice > Lead Vocals,Male,,,,,,
USHR19713001,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR19713001,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USHR19713001,Energy > Emotion > Positive,Uplifting,,,,,,
USHR19713001,Lyrics > Lyric Language > Indo-European,English,,,,,,
USHR19713001,Energy > Intensity > High,High Intensity,,,,,,
USHR19713001,Anatomy > Arrangement,Voice & Music,,,,,,
USHR19713001,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Configuration,Rock Band,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR19713001,Performance > Ensemble > Ensemble Timbre,Electric,,,,,,
USHR19713001,Performance > Performer > Intensity,Light,,,,,,
USHR19713001,Performance > Instrument,Drum Set,,,,,,
USHR19713001,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USHR19713001,Performance > Instrument > Bass,Electric Bass Guitar,,,,,,
USHR19713001,Performance > Instrument,Keyboard,,,,,,
USHR19713001,Performance > Instrument > Instrument Effect,Distortion,,,,,,
USHR19713001,Performance > Instrument > Instrument Effect,Reverb,,,,,,
USHR19713001,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USHR19713001,Anatomy > Structure > Form,Song Form,,,,,,
USHR19713001,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USHR19713001,Anatomy > Harmony > Root,E,,,,,,
USHR19713001,Anatomy > Harmony > Mode,Major,,,,,,
USWD10629948,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD10629948,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD10629948,Anatomy > Harmony > Mode,Minor,,,,,,
USWD10629948,Anatomy > Arrangement,Voice & Music,,,,,,
USWD10629948,Energy > Emotion > Negative,Angry,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Configuration,Rock Band,,,,,,
USWD10629948,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USWD10629948,Energy > Intensity > High,Highest Intensity,,,,,,
USWD10629948,Anatomy > Rhythm & Time > Tempo > Speed,Fast,,,,,,
USWD10629948,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USWD10629948,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USWD10629948,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USWD10629948,Performance > Instrument,Percussion,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USWD10629948,Performance > Instrument,Drum Set,,,,,,
USWD10629948,Anatomy > Harmony > Root,C,,,,,,
USWD10629948,Lyrics > Lyric Theme > Holiday,Halloween,,,,,,
USWD10629948,Application > Playlist > Time > Holiday,Halloween,,,,,,
USWD10629948,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD10629948,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USWD10629948,Performance > Instrument,Drum Set,,,,,,
USWD10629948,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USWD10629948,Performance > Instrument,Percussion,,,,,,
USWD10629948,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USWD10629948,Performance > Voice > Lead Vocals,Male,,,,,,
USWD10629948,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD10629948,Anatomy > Rhythm & Time > Tempo > Speed,Fast,,,,,,
USWD10629948,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USWD10629948,Application > Version,Studio Version,,,,,,
USWD10629948,Application > Version,Cover,,,,,,
USWD10629948,Origin > Relevant Location > North America,United States,,,,,,
USWD10629948,Lyrics > Lyric Language > Indo-European,English,,,,,,
USWD10629948,Genre > Rock > Metal,Industrial Metal,,,,,,
USWD10629948,Genre > Rock > Metal,Alt Metal,,,,,,
USWD10629948,Application > Playlist > Time > Decade,2000s,,,,,,
USWD10629948,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USWD10629948,Energy > Emotion > Negative,Angry,,,,,,
USWD10629948,Lyrics > Lyric Theme > Place > Situation,Small Town Life,,,,,,
USWD10629948,Lyrics > Lyric Theme > Feelings > Happiness,Excited,,,,,,
USWD10629948,Lyrics > Lyric Theme > Feelings > Happiness,Fun,,,,,,
USWD10629948,Lyrics > Lyric Theme > Feelings > Happiness,Good,,,,,,
USWD10629948,Application > Playlist > Theme,Horror,,,,,,
USWD10629948,Lyrics > Lyric Theme > Conflict > Contempt,Horror,,,,,,
USWD10629948,Anatomy > Harmony > Root,C,,,,,,
USWD10629948,Energy > Intensity > High,Highest Intensity,,,,,,
USWD10629948,Anatomy > Arrangement,Voice & Music,,,,,,
USWD10629948,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USWD10629948,Anatomy > Harmony > Mode,Minor,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Configuration,Rock Band,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USWD10629948,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USWD10629948,Performance > Performer > Intensity,Medium,,,,,,
USHR11838861,Anatomy > Harmony > Root,D,,,,,,
USHR11838861,Anatomy > Harmony > Mode,Major,,,,,,
USHR11838861,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11838861,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11838861,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11838861,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11838861,Performance > Instrument,Drum Machine,,,,,,
USHR11838861,Anatomy > Rhythm & Time > Tempo > Speed,Fast,,,,,,
USHR11838861,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11838861,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11838861,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USHR11838861,Energy > Emotion > Positive,Uplifting,,,,,,
USHR11838861,Lyrics > Lyric Technique,First-Person,,,,,,
USHR11838861,Lyrics > Lyric Language > Indo-European,Spanish,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Romantic,We Should Be Together,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Romantic,Romance,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Romantic,Affection,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Romantic,Being In,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Temptation,Need,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Obsession,Longing,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Commitment,Togetherness,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Commitment,Us Against The World,,,,,,
USHR11838861,Lyrics > Lyric Theme > Love > Commitment,Holding On,,,,,,
USHR11838861,Origin > Relevant Location > South America,Argentina,,,,,,
USHR11838861,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USHR11838861,Performance > Voice > Lead Vocals,Female,,,,,,
USHR11838861,Performance > Voice > Lead Vocals,Male,,,,,,
USHR11838861,Performance > Voice > Vocal Arrangement,Alternating,,,,,,
USHR11838861,Performance > Voice > Background Vocals,Mixed Backgrounds,,,,,,
USHR11838861,Performance > Voice > Vocal Effect,Voice Effects,,,,,,
USHR11838861,Performance > Voice > Vocal Range > High Vocal Range,Mezzo-soprano Voice,,,,,,
USHR11838861,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USHR11838861,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USHR11838861,Performance > Performer > Intensity,Medium,,,,,,
USHR11838861,Performance > Instrument,Drum Machine,,,,,,
USHR11838861,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Bass,,,,,,
USHR11838861,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Pad,,,,,,
USHR11838861,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Lead,,,,,,
USHR11838861,Performance > Instrument > Synthesizer > Synthesizer Part,Synth FX,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11838861,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11838861,Application > Version,Studio Version,,,,,,
USHR11838861,Application > Version,Single Version,,,,,,
USHR11838861,Application > Playlist > Activity,Dating,,,,,,
USHR11838861,Application > Playlist > Activity,Karaoke/Sing-Along,,,,,,
USHR11838861,Application > Playlist > Mood,Romantic,,,,,,
USHR11838861,Application > Playlist > Mood,Soulful,,,,,,
USHR11838861,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11838861,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11838861,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11838861,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USHR11838861,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USHR11838861,Anatomy > Structure > Form,Song Form,,,,,,
USHR11838861,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USHR11838861,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USHR11838861,Anatomy > Harmony > Root,D,,,,,,
USHR11838861,Anatomy > Harmony > Mode,Major,,,,,,
USHR11838861,Anatomy > Rhythm & Time > Tempo > Speed,Fast,,,,,,
USHR11838861,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11838861,Genre,Latin,,,,,,
USHR11838861,Genre > Pop,Modern Pop,,,,,,
USHR11838861,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USHR11838861,Energy > Sound Color,Airy,,,,,,
USHR11838861,Energy > Sound Color,Warm,,,,,,
USHR11838861,Energy > Sound Color,Light,,,,,,
USHR11838861,Energy > Sound Color,Balanced,,,,,,
USHR11838861,Energy > Emotion > Positive,Uplifting,,,,,,
USHR11838861,Energy > Emotion > Positive,Romantic,,,,,,
USHR11838861,Energy > Emotion > Positive,Happy,,,,,,
USHR11838861,Energy > Emotion > Attitude,Sentimental,,,,,,
USHR11838861,Application > Playlist > Time > Decade,2010s,,,,,,
USHR11737936,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11737936,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11737936,Performance > Instrument,Drum Machine,,,,,,
USHR11737936,Anatomy > Rhythm & Time > Tempo > Speed,Slow,,,,,,
USHR11737936,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11737936,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11737936,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USHR11737936,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USHR11737936,Application > Playlist > Time > Decade,2010s,,,,,,
USHR11737936,Application > Version,Studio Version,,,,,,
USHR11737936,Application > Version,Album Version,,,,,,
USHR11737936,Application > Playlist > Mood,Dark,,,,,,
USHR11737936,Application > Playlist > Mood,Rainy Day,,,,,,
USHR11737936,Application > Playlist > Mood,Low-Key,,,,,,
USHR11737936,Application > Playlist > Mood,Sad,,,,,,
USHR11737936,Application > Playlist > Activity,Break-up,,,,,,
USHR11737936,Application > Playlist > Activity,Hanging Out,,,,,,
USHR11737936,Genre > Pop,Modern Pop,,,,,,
USHR11737936,Energy > Emotion > Negative,Pained,,,,,,
USHR11737936,Energy > Emotion > Negative,Sad,,,,,,
USHR11737936,Energy > Emotion > Attitude,Dramatic,,,,,,
USHR11737936,Energy > Emotion > Attitude,Serious,,,,,,
USHR11737936,Energy > Emotion > Attitude,Dreamy,,,,,,
USHR11737936,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USHR11737936,Energy > Sound Color,Dark,,,,,,
USHR11737936,Energy > Sound Color,Airy,,,,,,
USHR11737936,Energy > Sound Color,Fluid,,,,,,
USHR11737936,Energy > Sound Color,Light,,,,,,
USHR11737936,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11737936,Anatomy > Rhythm & Time > Tempo > Speed,Slow,,,,,,
USHR11737936,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USHR11737936,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USHR11737936,Anatomy > Structure > Form,Song Form,,,,,,
USHR11737936,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USHR11737936,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USHR11737936,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11737936,Origin > Relevant Location > North America,United States,,,,,,
USHR11737936,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USHR11737936,Performance > Voice > Vocal Range > High Vocal Range,Soprano Voice,,,,,,
USHR11737936,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USHR11737936,Performance > Voice > Vocal Effect,Voice Effects,,,,,,
USHR11737936,Performance > Voice > Lead Vocals,Female,,,,,,
USHR11737936,Performance > Performer > Intensity,Medium,,,,,,
USHR11737936,Performance > Instrument,Drum Machine,,,,,,
USHR11737936,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Bass,,,,,,
USHR11737936,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Pad,,,,,,
USHR11737936,Performance > Instrument > Instrument Effect,Filtering,,,,,,
USHR11737936,Performance > Instrument > Instrument Effect,Reverse,,,,,,
USHR11737936,Performance > Instrument > Instrument Effect,Delay,,,,,,
USHR11737936,Performance > Instrument > Instrument Effect,Compression,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11737936,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11737936,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11737936,Lyrics > Lyric Language > Indo-European,English,,,,,,
USHR11737936,Lyrics > Lyric Theme > Love > Breakup,Lost,,,,,,
USHR11737936,Lyrics > Lyric Theme > Love > Pain,Heartache,,,,,,
USHR11737936,Lyrics > Lyric Theme > Love > Pain,Lies,,,,,,
USHR11737936,Lyrics > Lyric Theme > Love > Pain,Unfair,,,,,,
USHR11737936,Lyrics > Lyric Theme > Love > Pain,Risk,,,,,,
USHR11737936,Lyrics > Lyric Theme > Love > Obsession,Addicted To,,,,,,
USHR11737936,Lyrics > Lyric Theme > Conflict > Shame,Pain,,,,,,
USHR11737936,Lyrics > Lyric Theme > Conflict > Shame,Worry,,,,,,
USHR11737936,Lyrics > Lyric Theme > Conflict > Shame,Fragile,,,,,,
USHR11737936,Lyrics > Lyric Theme > Conflict > Shame,Afraid,,,,,,
USHR11737936,Lyrics > Lyric Theme > Conflict > Stress,Difficult,,,,,,
USHR11737936,Lyrics > Lyric Theme > Conflict > Stress,Burden,,,,,,
USHR11737936,Lyrics > Lyric Theme > Conflict > Stress,Danger,,,,,,
USHR11737936,Lyrics > Lyric Theme > Conflict > Stress,Trapped,,,,,,
USHR11737936,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11737936,Anatomy > Harmony > Root,Gb/F#,,,,,,
USHR11737936,Anatomy > Harmony > Mode,Minor,,,,,,
USWD11785324,Genre,Classical,,,,,,
USWD11785324,Anatomy > Harmony > Root,D,,,,,,
USWD11785324,Anatomy > Harmony > Mode,Minor,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD11785324,Anatomy > Arrangement,Instrumental,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Size,Large Ensemble Size,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Configuration,Orchestra,,,,,,
USWD11785324,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Section > String Section,Has Strings,,,,,,
USWD11785324,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USWD11785324,Performance > Instrument,Strings,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Section > Wind Section,Has Winds,,,,,,
USWD11785324,Performance > Instrument,Wind,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
