isrc,path,value,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Timbre,Acoustic,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Tempo > Speed,Slow,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Tempo,Changing Pulse,,,,,,
USWD11785324,Lyrics > Lyric Theme,None,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD11785324,Performance > Instrument > Strings,Bowed Strings,,,,,,
USWD11785324,Performance > Instrument,Strings,,,,,,
USWD11785324,Performance > Instrument > Percussion > Percussion Section,Orchestral Percussion,,,,,,
USWD11785324,Performance > Instrument > Wind,Brass,,,,,,
USWD11785324,Performance > Instrument,Wind,,,,,,
USWD11785324,Performance > Instrument > Wind,Reed,,,,,,
USWD11785324,Performance > Instrument > Wind,Wind,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Configuration,Orchestra,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Section > String Section,Has Strings,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Section > Wind Section,Has Winds,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Timbre,Acoustic,,,,,,
USWD11785324,Performance > Ensemble > Ensemble Size,Large Ensemble Size,,,,,,
USWD11785324,Performance > Performer > Intensity,Light,,,,,,
USWD11785324,Performance > Voice > Lead Vocals,None,,,,,,
USWD11785324,Performance > Voice > Vocal Range,None,,,,,,
USWD11785324,Application > Version,Studio Version,,,,,,
USWD11785324,Application > Playlist > Theme,Soundtrack,,,,,,
USWD11785324,Application > Function > Media Music,Soundtrack,,,,,,
USWD11785324,Origin > Relevant Location > North America,United States,,,,,,
USWD11785324,Genre > Classical > 20th Century > Late 20th Century,Neo-Romantic,,,,,,
USWD11785324,Genre,Classical,,,,,,
USWD11785324,Lyrics > Lyric Language,None,,,,,,
USWD11785324,Energy > Emotion > Positive,Romantic,,,,,,
USWD11785324,Energy > Emotion > Positive,Sweet,,,,,,
USWD11785324,Energy > Emotion > Attitude,Cinematic,,,,,,
USWD11785324,Application > Playlist > Time > Decade,2000s,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Tempo > Speed,Slow,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Tempo,Changing Pulse,,,,,,
USWD11785324,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USWD11785324,Anatomy > Rhythm & Time > Rhythmic Feel,Rubato,,,,,,
USWD11785324,Anatomy > Structure > Form,Classical Form,,,,,,
USWD11785324,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USWD11785324,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USWD11785324,Anatomy > Arrangement,Instrumental,,,,,,
USWD11785324,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USWD11785324,Anatomy > Harmony > Root,D,,,,,,
USWD11785324,Anatomy > Harmony > Mode,Minor,,,,,,
USWD11785324,Energy > Intensity > Medium,Medium Intensity,,,,,,
USWD11785324,Energy > Sound Color,Balanced,,,,,,
USWD11785324,Energy > Sound Color,Warm,,,,,,
USWD11785324,Energy > Sound Color,Full,,,,,,
USHR11738188,Genre > Rock,Metal,,,,,,
USHR11738188,Anatomy > Harmony > Mode,Major,,,,,,
USHR11738188,Anatomy > Rhythm & Time > Meter > Compound,6,,,,,,
USHR11738188,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11738188,Energy > Emotion > Negative,Angry,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Timbre,Electric,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Configuration,Rock Band,,,,,,
USHR11738188,Performance > Instrument,Drum Set,,,,,,
USHR11738188,Performance > Performer > Intensity,Heavy,,,,,,
USHR11738188,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11738188,Energy > Intensity > High,Highest Intensity,,,,,,
USHR11738188,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11738188,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11738188,Performance > Instrument,Percussion,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11738188,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11738188,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USHR11738188,Anatomy > Harmony > Root,C#/Db,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Shame,Pain,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Contempt,Angst,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Contempt,Anger,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Shame,Failure,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Shame,Guilt,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Shame,Insecure,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Stress,Breakdown,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Stress,Burden,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Stress,Difficult,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Stress,Problems,,,,,,
USHR11738188,Lyrics > Lyric Theme > Conflict > Stress,Trapped,,,,,,
USHR11738188,Lyrics > Lyric Language > Indo-European,English,,,,,,
USHR11738188,Application > Version,Studio Version,,,,,,
USHR11738188,Application > Playlist > Time > Decade,2010s,,,,,,
USHR11738188,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USHR11738188,Energy > Emotion > Negative,Angry,,,,,,
USHR11738188,Energy > Emotion > Negative,Pained,,,,,,
USHR11738188,Energy > Emotion > Attitude,Dramatic,,,,,,
USHR11738188,Energy > Emotion > Attitude,Serious,,,,,,
USHR11738188,Energy > Intensity > High,Highest Intensity,,,,,,
USHR11738188,Energy > Sound Color,Dark,,,,,,
USHR11738188,Energy > Sound Color,Full,,,,,,
USHR11738188,Energy > Sound Color,Balanced,,,,,,
USHR11738188,Genre > Rock > Alternative Rock,Post Grunge,,,,,,
USHR11738188,Genre > Rock > Metal,Alt Metal,,,,,,
USHR11738188,Genre > Rock,Metal,,,,,,
USHR11738188,Origin > Relevant Location > North America,United States,,,,,,
USHR11738188,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11738188,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11738188,Performance > Voice > Lead Vocals,Male,,,,,,
USHR11738188,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USHR11738188,Performance > Voice > Vocal Technique,Scream,,,,,,
USHR11738188,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USHR11738188,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USHR11738188,Performance > Instrument > Bass,Electric Bass Guitar,,,,,,
USHR11738188,Performance > Instrument,Drum Set,,,,,,
USHR11738188,Performance > Instrument > Drum Set,Sampled Drums,,,,,,
USHR11738188,Performance > Instrument > Synthesizer > Synthesizer Part,Synth FX,,,,,,
USHR11738188,Performance > Instrument,Percussion,,,,,,
USHR11738188,Performance > Instrument > Instrument Effect,Compression,,,,,,
USHR11738188,Performance > Instrument > Instrument Effect,Distortion,,,,,,
USHR11738188,Performance > Instrument > Instrument Effect,Reverb,,,,,,
USHR11738188,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Configuration,Rock Band,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Timbre,Electric,,,,,,
USHR11738188,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11738188,Performance > Performer > Intensity,Heavy,,,,,,
USHR11738188,Energy > Sound Color,Metallic,,,,,,
USHR11738188,Energy > Sound Color,Harsh,,,,,,
USHR11738188,Anatomy > Rhythm & Time > Meter > Compound,6,,,,,,
USHR11738188,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USHR11738188,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USHR11738188,Anatomy > Rhythm & Time > Rhythmic Feel,Triple Feel,,,,,,
USHR11738188,Anatomy > Structure > Form,Song Form,,,,,,
USHR11738188,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USHR11738188,Anatomy > Harmony > Root,C#/Db,,,,,,
USHR11738188,Anatomy > Harmony > Mode,Major,,,,,,
USHR11738188,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11738188,Performance > Voice > Background Vocals,Male Backgrounds,,,,,,
USWD10110093,Anatomy > Harmony > Mode,Major,,,,,,
USWD10110093,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD10110093,Anatomy > Harmony > Root,C,,,,,,
USWD10110093,Lyrics > Lyric Language > Indo-European,English,,,,,,
USWD10110093,Lyrics > Lyric Theme > Love > Temptation,Can't Resist,,,,,,
USWD10110093,Lyrics > Lyric Theme > Love > Romantic,Affection,,,,,,
USWD10110093,Lyrics > Lyric Theme > Love > Romantic,At First Sight,,,,,,
USWD10110093,Lyrics > Lyric Theme > Love > Romantic,Being In,,,,,,
USWD10110093,Lyrics > Lyric Theme > Love > Romantic,Falling In,,,,,,
USWD10110093,Lyrics > Lyric Theme > Love > Romantic,Romance,,,,,,
USWD10110093,Lyrics > Lyric Theme > Love > Obsession,Longing,,,,,,
USWD10110093,Lyrics > Lyric Theme > Love > Romantic,Kiss,,,,,,
USWD10110093,Application > Version,Studio Version,,,,,,
USWD10110093,Application > Playlist > Theme,Soundtrack,,,,,,
USWD10110093,Application > Function > Media Music,Soundtrack,,,,,,
USWD10110093,Performance > Voice > Vocal Range > Low Vocal Range,Baritone Voice,,,,,,
USWD10110093,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USWD10110093,Performance > Voice > Lead Vocals,Male,,,,,,
USWD10110093,Performance > Voice > Background Vocals,Mixed Backgrounds,,,,,,
USWD10110093,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD10110093,Application > Playlist > Time > Decade,1980s,,,,,,
USWD10110093,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USWD10110093,Energy > Emotion > Positive,Romantic,,,,,,
USWD10110093,Energy > Emotion > Positive,Sweet,,,,,,
USWD10110093,Energy > Emotion > Attitude,Lighthearted,,,,,,
USWD10110093,Energy > Emotion > Attitude,Sentimental,,,,,,
USWD10110093,Genre,Pop,,,,,,
USWD10110093,Genre > Traditional > Caribbean,Calypso,,,,,,
USWD10110093,Origin > Relevant Location > North America,United States,,,,,,
USWD10110093,Anatomy > Rhythm & Time > Tempo > Speed,Slow,,,,,,
USWD10110093,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USWD10110093,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD10110093,Anatomy > Rhythm & Time > Rhythmic Feel,Groovy Feel,,,,,,
USWD10110093,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USWD10110093,Anatomy > Arrangement,Voice & Music,,,,,,
USWD10110093,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USWD10110093,Anatomy > Rhythm & Time > Tempo > Speed,Slow,,,,,,
USWD10110093,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USWD10110093,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USWD10110093,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD10110093,Energy > Intensity > Medium,Medium Intensity,,,,,,
USWD10110093,Anatomy > Arrangement,Voice & Music,,,,,,
USWD10110093,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USWD10110093,Anatomy > Harmony > Mode,Major,,,,,,
USWD10110093,Anatomy > Harmony > Root,C,,,,,,
USWD10110093,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD10110093,Performance > Instrument > Wind,Flute,,,,,,
USWD10110093,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USWD10110093,Performance > Instrument > Bass,Upright Bass,,,,,,
USWD10110093,Performance > Instrument > Percussion > Pitched,Steel Drums,,,,,,
USWD10110093,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Pad,,,,,,
USWD10110093,Performance > Instrument > Synthesizer > Synthesizer Part,Synth FX,,,,,,
USWD10110093,Performance > Instrument > Strings,Violin,,,,,,
USWD10110093,Performance > Instrument > Strings,Viola,,,,,,
USWD10110093,Performance > Instrument > Strings,Cello,,,,,,
USWD10110093,Performance > Instrument > Percussion > Percussion Section,Orchestral Percussion,,,,,,
USWD10110093,Performance > Ensemble > Ensemble Section > Choir,Has Choir,,,,,,
USWD10110093,Performance > Ensemble > Ensemble Section > String Section,Has Strings,,,,,,
USWD10110093,Performance > Ensemble > Ensemble Section > Wind Section,Has Winds,,,,,,
USWD10110093,Performance > Ensemble > Ensemble Configuration,Pop Band,,,,,,
USWD10110093,Performance > Ensemble > Ensemble Timbre,Electric,,,,,,
USWD10110093,Performance > Ensemble > Ensemble Timbre,Acoustic,,,,,,
USWD10110093,Performance > Ensemble > Ensemble Size,Large Ensemble Size,,,,,,
USWD10110093,Performance > Performer > Intensity,Light,,,,,,
USWD10110093,Performance > Voice > Vocal Ensemble > Choir,Mixed Choir,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11536621,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11536621,Performance > Instrument,Drum Machine,,,,,,
USHR11536621,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USHR11536621,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11536621,Application > Playlist > Time > Time Of Year/Season,Summer,,,,,,
USHR11536621,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11536621,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USHR11536621,Energy > Emotion > Positive,Uplifting,,,,,,
USHR11536621,Lyrics > Lyric Theme > Time > Season,Summer,,,,,,
USHR11536621,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USHR11536621,Application > Playlist > Time > Decade,2010s,,,,,,
USHR11536621,Lyrics > Lyric Language > Indo-European,English,,,,,,
USHR11536621,Genre > Pop,Modern Pop,,,,,,
USHR11536621,Genre > Pop > Alternative Pop,Pop Rock,,,,,,
USHR11536621,Origin > Relevant Location > North America,United States,,,,,,
USHR11536621,Application > Version,Studio Version,,,,,,
USHR11536621,Application > Version,Single Version,,,,,,
USHR11536621,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11536621,Performance > Voice > Lead Vocals,Female,,,,,,
USHR11536621,Performance > Voice > Vocal Effect,Voice Effects,,,,,,
USHR11536621,Performance > Voice > Vocal Range > High Vocal Range,Mezzo-soprano Voice,,,,,,
USHR11536621,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USHR11536621,Performance > Instrument,Drum Machine,,,,,,
USHR11536621,Performance > Instrument,Drum Set,,,,,,
USHR11536621,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USHR11536621,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Bass,,,,,,
USHR11536621,Performance > Instrument > Synthesizer > Synthesizer Part,Synth FX,,,,,,
USHR11536621,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Pad,,,,,,
USHR11536621,Performance > Instrument > Instrument Effect,Reverb,,,,,,
USHR11536621,Performance > Instrument > Instrument Effect,Sampling,,,,,,
USHR11536621,Performance > Instrument > Instrument Effect,Compression,,,,,,
USHR11536621,Performance > Instrument > Instrument Effect,Filtering,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Rhythmic Feel,Groovy Feel,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Rhythmic Feel,Pulsating,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USHR11536621,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USHR11536621,Anatomy > Structure > Form,Song Form,,,,,,
USHR11536621,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USHR11536621,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USHR11536621,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11536621,Anatomy > Production,Reverberant,,,,,,
USHR11536621,Anatomy > Harmony > Root,C,,,,,,
USHR11536621,Anatomy > Harmony > Mode,Minor,,,,,,
USHR11536621,Energy > Emotion > Positive,Exciting,,,,,,
USHR11536621,Energy > Emotion > Positive,Happy,,,,,,
USHR11536621,Energy > Emotion > Positive,Uplifting,,,,,,
USHR11536621,Energy > Emotion > Attitude,Playful,,,,,,
USHR11536621,Energy > Emotion > Attitude,Anthemic,,,,,,
USHR11536621,Energy > Intensity > High,High Intensity,,,,,,
USHR11536621,Energy > Sound Color,Airy,,,,,,
USHR11536621,Energy > Sound Color,Full,,,,,,
USHR11536621,Energy > Sound Color,Bright,,,,,,
USHR11536621,Application > Playlist > Activity,Party,,,,,,
USHR11536621,Application > Playlist > Activity,Celebration,,,,,,
USHR11536621,Application > Playlist > Activity,Hanging Out,,,,,,
USHR11536621,Application > Playlist > Activity,Working Out,,,,,,
USHR11536621,Application > Playlist > Mood,Happy,,,,,,
USHR11536621,Application > Playlist > Mood,Confident,,,,,,
USHR11536621,Application > Playlist > Mood,Swagger,,,,,,
USHR11536621,Application > Playlist > Mood,Energized,,,,,,
USHR11536621,Application > Playlist > Mood,Feeling Good,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Configuration,Pop Band,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11536621,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11536621,Performance > Performer > Intensity,Medium,,,,,,
USHR11536621,Performance > Voice,Background Vocals,,,,,,
USHR11536621,Lyrics > Lyric Theme > Love > Temptation,Flirt,,,,,,
USHR11536621,Lyrics > Lyric Theme > Love > Temptation,Need,,,,,,
USHR11536621,Lyrics > Lyric Theme > Love > Romantic,Young,,,,,,
USHR11536621,Lyrics > Lyric Theme > Love > Romantic,Falling In,,,,,,
USHR11536621,Lyrics > Lyric Theme > Love > Romantic,Crush,,,,,,
USHR11536621,Lyrics > Lyric Theme > Love > Romantic,We Should Be Together,,,,,,
USHR11536621,Lyrics > Lyric Theme > Love > Obsession,Infatuated,,,,,,
USHR11536621,Lyrics > Lyric Mood,Happy,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
ATB150800005,Anatomy > Harmony > Root,D,,,,,,
ATB150800005,Anatomy > Harmony > Mode,Major,,,,,,
ATB150800005,Performance > Instrument,Drum Machine,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Tempo > Speed,Fast,,,,,,
ATB150800005,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
ATB150800005,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
ATB150800005,Performance > Instrument,Percussion,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Section > Choir,Has Choir,,,,,,
ATB150800005,Performance > Voice > Vocal Ensemble,Choir,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
ATB150800005,Application > Playlist > Time > Decade,1980s,,,,,,
ATB150800005,Lyrics > Lyric Language > Indo-European,German,,,,,,
ATB150800005,Lyrics > Lyric Theme > Love > Temptation,Player,,,,,,
ATB150800005,Lyrics > Lyric Theme > Conflict > Stress,Problems,,,,,,
ATB150800005,Lyrics > Lyric Theme > Objects,Fame,,,,,,
ATB150800005,Lyrics > Lyric Theme > Feelings > Confidence,Success,,,,,,
ATB150800005,Lyrics > Lyric Theme > Objects > Musical Instrument,Music,,,,,,
ATB150800005,Genre > Pop > Alternative Pop,New Wave,,,,,,
ATB150800005,Genre > Rock > Punk,Post-Punk,,,,,,
ATB150800005,Genre > Hip-Hop,Pop Rap,,,,,,
ATB150800005,Lyrics > Lyric Language > Indo-European,English,,,,,,
ATB150800005,Anatomy > Structure > Form,Song Form,,,,,,
ATB150800005,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Tempo > Speed,Fast,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Rhythmic Feel,Groovy Feel,,,,,,
ATB150800005,Anatomy > Rhythm & Time > Rhythmic Feel,Automated,,,,,,
ATB150800005,Anatomy > Arrangement,Voice & Music,,,,,,
ATB150800005,Application > Version,Studio Version,,,,,,
ATB150800005,Application > Version,Clean,,,,,,
ATB150800005,Application > Playlist > Mood,Swagger,,,,,,
ATB150800005,Application > Playlist > Mood,Energized,,,,,,
ATB150800005,Application > Playlist > Mood,Feeling Good,,,,,,
ATB150800005,Application > Playlist > Mood,Confident,,,,,,
ATB150800005,Application > Playlist > Activity,Party,,,,,,
ATB150800005,Application > Playlist > Activity,Karaoke/Sing-Along,,,,,,
ATB150800005,Application > Playlist > Activity,Road Trip,,,,,,
ATB150800005,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
ATB150800005,Performance > Voice > Vocal Effect,Voice Effects,,,,,,
ATB150800005,Performance > Voice > Vocal Technique,Rap,,,,,,
ATB150800005,Performance > Voice > Vocal Ensemble,Choir,,,,,,
ATB150800005,Performance > Voice > Lead Vocals,Male,,,,,,
ATB150800005,Performance > Voice > Background Vocals,Male Backgrounds,,,,,,
ATB150800005,Performance > Performer > Intensity,Medium,,,,,,
ATB150800005,Performance > Instrument,Percussion,,,,,,
ATB150800005,Performance > Instrument,Drum Machine,,,,,,
ATB150800005,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Bass,,,,,,
ATB150800005,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Lead,,,,,,
ATB150800005,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Pad,,,,,,
ATB150800005,Performance > Instrument > Synthesizer > Synthesizer Part,Synth FX,,,,,,
ATB150800005,Performance > Instrument > Synthesizer > Synthesizer Type,Yamaha DX7,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
ATB150800005,Performance > Ensemble > Ensemble Section > Choir,Has Choir,,,,,,
ATB150800005,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Strings,,,,,,
ATB150800005,Anatomy > Harmony > Root,D,,,,,,
ATB150800005,Anatomy > Harmony > Mode,Major,,,,,,
ATB150800005,Energy > Emotion > Attitude,Dramatic,,,,,,
ATB150800005,Energy > Emotion > Attitude,Anthemic,,,,,,
ATB150800005,Energy > Emotion > Attitude,Quirky,,,,,,
ATB150800005,Energy > Emotion > Positive,Exciting,,,,,,
ATB150800005,Energy > Intensity > High,High Intensity,,,,,,
ATB150800005,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
ATB150800005,Energy > Intensity > Medium,Medium-Low Intensity,,,,,,
ATB150800005,Energy > Sound Color,Mechanical,,,,,,
ATB150800005,Energy > Sound Color,Harsh,,,,,,
ATB150800005,Energy > Sound Color,Crisp,,,,,,
ATB150800005,Energy > Sound Color,Dark,,,,,,
ATB150800005,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
