isrc,path,value,,,,,,
ATB150800005,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
ATB150800005,Origin > Relevant Location > Europe,Germany,,,,,,
ATB150800005,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USWD10110151,Anatomy > Harmony > Mode,Major,,,,,,
USWD10110151,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD10110151,Anatomy > Arrangement,Voice & Music,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Timbre,Electric,,,,,,
USWD10110151,Performance > Instrument,Drum Set,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Tempo,Changing Pulse,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USWD10110151,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USWD10110151,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USWD10110151,Performance > Instrument,Synthesizer,,,,,,
USWD10110151,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Lead,,,,,,
USWD10110151,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Pad,,,,,,
USWD10110151,Performance > Instrument,Drum Set,,,,,,
USWD10110151,Performance > Voice > Vocal Arrangement,Double,,,,,,
USWD10110151,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USWD10110151,Performance > Voice > Vocal Range > Low Vocal Range,Tenor Voice,,,,,,
USWD10110151,Performance > Voice > Lead Vocals,Male,,,,,,
USWD10110151,Performance > Voice > Vocal Effect,Voice Effects,,,,,,
USWD10110151,Performance > Voice > Background Vocals,Male Backgrounds,,,,,,
USWD10110151,Performance > Performer > Intensity,Medium,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Timbre,Electric,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USWD10110151,Anatomy > Arrangement,Voice & Music,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Configuration,Pop Band,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Configuration,Rock Band,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Tempo,Changing Pulse,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Alternating,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Tempo > Speed,Medium Fast,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Tempo > Speed,Medium Slow,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD10110151,Energy > Emotion > Attitude,Anthemic,,,,,,
USWD10110151,Energy > Emotion > Attitude,Dramatic,,,,,,
USWD10110151,Energy > Emotion > Attitude,Sentimental,,,,,,
USWD10110151,Energy > Intensity > High,High Intensity,,,,,,
USWD10110151,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USWD10110151,Energy > Sound Color,Full,,,,,,
USWD10110151,Energy > Sound Color,Warm,,,,,,
USWD10110151,Energy > Sound Color,Bright,,,,,,
USWD10110151,Energy > Sound Color,Crisp,,,,,,
USWD10110151,Application > Version,Studio Version,,,,,,
USWD10110151,Application > Function > Media Music,Soundtrack,,,,,,
USWD10110151,Application > Playlist > Mood,Empowered,,,,,,
USWD10110151,Application > Playlist > Mood,Confident,,,,,,
USWD10110151,Application > Playlist > Activity,Karaoke/Sing-Along,,,,,,
USWD10110151,Performance > Instrument > Guitar,Acoustic Guitar,,,,,,
USWD10110151,Performance > Instrument,Strings,,,,,,
USWD10110151,Performance > Instrument > Guitar > Electric Guitar,Pedal Steel Guitar,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Section > String Section,Has Strings,,,,,,
USWD10110151,Anatomy > Harmony > Root,Bb/A#,,,,,,
USWD10110151,Anatomy > Harmony > Mode,Major,,,,,,
USWD10110151,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USWD10110151,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Rhythmic Feel,Groovy Feel,,,,,,
USWD10110151,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USWD10110151,Genre,Rock,,,,,,
USWD10110151,Lyrics > Lyric Theme > Feelings > Happiness,Excited,,,,,,
USWD10110151,Lyrics > Lyric Theme > Feelings > Intention,Desire,,,,,,
USWD10110151,Lyrics > Lyric Theme > Feelings > Intention,Explore,,,,,,
USWD10110151,Lyrics > Lyric Theme > Feelings > Intention,Innocence,,,,,,
USWD10110151,Lyrics > Lyric Theme > Feelings > Intention,Inspiration,,,,,,
USWD10110151,Lyrics > Lyric Theme > Feelings > Confidence,Empowered,,,,,,
USWD10110151,Lyrics > Lyric Theme > Feelings > Confidence,Determination,,,,,,
USWD10110151,Lyrics > Lyric Theme > Feelings > Confidence,Ambition,,,,,,
USWD10110151,Energy > Emotion > Positive,Sweet,,,,,,
USWD10110151,Energy > Emotion > Positive,Uplifting,,,,,,
USWD10110151,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USWD10110151,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USWD10110151,Energy > Emotion > Attitude,Epic,,,,,,
USWD10110151,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD10110151,Origin > Relevant Location > Europe,Great Britain,,,,,,
USWD10110151,Lyrics > Lyric Language > Indo-European,English,,,,,,
USWD10110151,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USWD10110151,Application > Playlist > Time > Decade,1990s,,,,,,
USHR11838412,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11838412,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11838412,Performance > Instrument,Drum Machine,,,,,,
USHR11838412,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USHR11838412,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11838412,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11838412,Performance > Instrument,Percussion,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11838412,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11838412,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USHR11838412,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USHR11838412,Energy > Emotion > Positive,Uplifting,,,,,,
USHR11838412,Lyrics > Lyric Language > Indo-European,English,,,,,,
USHR11838412,Lyrics > Lyric Theme > Spiritual > Place,Church,,,,,,
USHR11838412,Lyrics > Lyric Theme > Conflict > Stress,Burden,,,,,,
USHR11838412,Lyrics > Lyric Theme > Conflict > Stress,Problems,,,,,,
USHR11838412,Lyrics > Lyric Theme > Conflict > Shame,Identity Crisis,,,,,,
USHR11838412,Lyrics > Lyric Theme > Conflict > Shame,Insecure,,,,,,
USHR11838412,Lyrics > Lyric Theme > Conflict > Shame,Anxious,,,,,,
USHR11838412,Lyrics > Lyric Theme > Conflict > Shame,Lost,,,,,,
USHR11838412,Application > Version,Studio Version,,,,,,
USHR11838412,Application > Playlist > Time > Decade,2010s,,,,,,
USHR11838412,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USHR11838412,Genre > Pop > Alternative Pop,Pop Rock,,,,,,
USHR11838412,Genre > Pop,Modern Pop,,,,,,
USHR11838412,Genre > Pop > Alternative Pop,Indie Pop,,,,,,
USHR11838412,Origin > Relevant Location > North America,United States,,,,,,
USHR11838412,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11838412,Performance > Voice > Lead Vocals,Male,,,,,,
USHR11838412,Performance > Voice > Vocal Range > Low Vocal Range,Tenor Voice,,,,,,
USHR11838412,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USHR11838412,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USHR11838412,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11838412,Anatomy > Rhythm & Time > Tempo > Speed,Medium,,,,,,
USHR11838412,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11838412,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USHR11838412,Anatomy > Structure > Form,Song Form,,,,,,
USHR11838412,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USHR11838412,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USHR11838412,Anatomy > Harmony > Root,C#/Db,,,,,,
USHR11838412,Anatomy > Harmony > Mode,Major,,,,,,
USHR11838412,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11838412,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USHR11838412,Energy > Emotion > Positive,Uplifting,,,,,,
USHR11838412,Energy > Emotion > Positive,Exciting,,,,,,
USHR11838412,Energy > Sound Color,Bright,,,,,,
USHR11838412,Energy > Sound Color,Full,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Configuration,Pop Band,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11838412,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11838412,Performance > Instrument,Drum Machine,,,,,,
USHR11838412,Performance > Instrument > Drum Set,Sampled Drums,,,,,,
USHR11838412,Performance > Instrument,Piano,,,,,,
USHR11838412,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Bass,,,,,,
USHR11838412,Performance > Instrument > Synthesizer > Synthesizer Part,Synth FX,,,,,,
USHR11838412,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Pad,,,,,,
USHR11838412,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USHR11838412,Performance > Instrument > Percussion > Unpitched,Tambourine,,,,,,
USHR11838412,Performance > Instrument,Percussion,,,,,,
USHR11838412,Performance > Instrument > Instrument Effect,Sampling,,,,,,
USHR11838412,Performance > Instrument > Instrument Effect,Reverb,,,,,,
USHR11838412,Performance > Instrument > Instrument Effect,Compression,,,,,,
USHR11838412,Performance > Performer > Intensity,Medium,,,,,,
USHR11838412,Performance > Voice > Background Vocals,Male Backgrounds,,,,,,
USWD10220442,Anatomy > Harmony > Mode,Major,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Tempo,Changing Pulse,,,,,,
USWD10220442,Anatomy > Harmony > Root,C,,,,,,
USWD10220442,Anatomy > Harmony > Root,C,,,,,,
USWD10220442,Anatomy > Harmony > Mode,Major,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USWD10220442,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USWD10220442,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USWD10220442,Application > Version,Studio Version,,,,,,
USWD10220442,Application > Function > Media Music,Soundtrack,,,,,,
USWD10220442,Application > Playlist > Mood,Anticipation,,,,,,
USWD10220442,Application > Playlist > Mood,Empowered,,,,,,
USWD10220442,Application > Playlist > Activity,Karaoke/Sing-Along,,,,,,
USWD10220442,Energy > Sound Color,Smooth,,,,,,
USWD10220442,Energy > Sound Color,Soft,,,,,,
USWD10220442,Energy > Sound Color,Bright,,,,,,
USWD10220442,Energy > Sound Color,Airy,,,,,,
USWD10220442,Energy > Sound Color,Warm,,,,,,
USWD10220442,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USWD10220442,Energy > Emotion > Attitude,Dreamy,,,,,,
USWD10220442,Energy > Emotion > Attitude,Sentimental,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Configuration,Orchestra,,,,,,
USWD10220442,Anatomy > Arrangement,Voice & Music,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Size,Large Ensemble Size,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Section > String Section,Has Strings,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Section > Wind Section,Has Winds,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Timbre,Acoustic,,,,,,
USWD10220442,Performance > Instrument,Wind,,,,,,
USWD10220442,Performance > Instrument > Wind,Brass,,,,,,
USWD10220442,Performance > Instrument > Wind,Reed,,,,,,
USWD10220442,Performance > Instrument > Wind,Wind,,,,,,
USWD10220442,Performance > Instrument,Strings,,,,,,
USWD10220442,Performance > Instrument,Percussion,,,,,,
USWD10220442,Performance > Instrument > Percussion > Percussion Section,Orchestral Percussion,,,,,,
USWD10220442,Genre,Classical,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Tempo,Changing Pulse,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Tempo > Changing Pulse,Fluctuating,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Tempo > Speed,Slow,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Meter,Simple,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Meter > Simple,3,,,,,,
USWD10220442,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USWD10220442,Performance > Voice > Vocal Range > High Vocal Range,Soprano Voice,,,,,,
USWD10220442,Performance > Voice > Lead Vocals,Female,,,,,,
USWD10220442,Lyrics > Lyric Theme > Feelings > Happiness,Excited,,,,,,
USWD10220442,Lyrics > Lyric Theme > Feelings > Intention,Explore,,,,,,
USWD10220442,Lyrics > Lyric Theme > Feelings > Intention,Crave,,,,,,
USWD10220442,Lyrics > Lyric Theme > Feelings > Intention,Choices,,,,,,
USWD10220442,Lyrics > Lyric Theme > Feelings > Confidence,Determination,,,,,,
USWD10220442,Lyrics > Lyric Theme > Feelings > Confidence,Ambition,,,,,,
USWD10220442,Lyrics > Lyric Theme > Feelings > Confidence,Individuality,,,,,,
USWD10220442,Energy > Intensity > Low,Low Intensity,,,,,,
USWD10220442,Energy > Emotion > Positive,Uplifting,,,,,,
USWD10220442,Energy > Emotion > Positive,Romantic,,,,,,
USWD10220442,Anatomy > Arrangement,Voice & Music,,,,,,
USWD10220442,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USWD10220442,Energy > Emotion > Positive,Romantic,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Section > String Section,Has Strings,,,,,,
USWD10220442,Performance > Instrument,Strings,,,,,,
USWD10220442,Performance > Ensemble > Ensemble Timbre,Acoustic,,,,,,
USWD10220442,Anatomy > Rhythm & Time > Tempo > Speed,Slow,,,,,,
USWD10220442,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USWD10220442,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD10220442,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD10220442,Application > Playlist > Time > Decade,1990s,,,,,,
USWD10220442,Lyrics > Lyric Language > Indo-European,English,,,,,,
USWD10220442,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USWD10220442,Origin > Relevant Location > North America,United States,,,,,,
USHR11334762,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11334762,Anatomy > Harmony > Mode,Major,,,,,,
USHR11334762,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11334762,Performance > Instrument,Drum Machine,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11334762,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11334762,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11334762,Performance > Instrument,Percussion,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11334762,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11334762,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USHR11334762,Anatomy > Harmony > Root,D,,,,,,
USHR11334762,Genre > Electronic > Experimental Electronic,Glitch,,,,,,
USHR11334762,Genre > R&B > Contemporary R&B,Alternative R&B,,,,,,
USHR11334762,Genre > R&B > Contemporary R&B,Modern R&B,,,,,,
USHR11334762,Application > Playlist > Time > Decade,2010s,,,,,,
USHR11334762,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USHR11334762,Lyrics > Lyric Language > Indo-European,English,,,,,,
USHR11334762,Origin > Relevant Location > North America,United States,,,,,,
USHR11334762,Application > Version,Studio Version,,,,,,
USHR11334762,Application > Version,Single Version,,,,,,
USHR11334762,Performance > Voice > Lead Vocals,Female,,,,,,
USHR11334762,Performance > Voice > Vocal Range > High Vocal Range,Mezzo-soprano Voice,,,,,,
USHR11334762,Performance > Voice > Vocal Range,High Vocal Range,,,,,,
USHR11334762,Anatomy > Rhythm & Time > Rhythmic Feel,Pulsating,,,,,,
USHR11334762,Anatomy > Rhythm & Time > Rhythmic Feel,Groovy Feel,,,,,,
USHR11334762,Genre > Pop,Modern Pop,,,,,,
USHR11334762,Lyrics > Lyric Theme > Objects > Musical Instrument,Music,,,,,,
USHR11334762,Lyrics > Lyric Theme > Love > Romantic,Affection,,,,,,
USHR11334762,Lyrics > Lyric Theme > Love > Romantic,Being In,,,,,,
USHR11334762,Lyrics > Lyric Theme > Love > Romantic,Romance,,,,,,
USHR11334762,Lyrics > Lyric Theme > Love > Obsession,Infatuated,,,,,,
USHR11334762,Energy > Emotion > Positive,Romantic,,,,,,
USHR11334762,Energy > Emotion > Positive,Exciting,,,,,,
USHR11334762,Energy > Emotion > Attitude,Quirky,,,,,,
USHR11334762,Energy > Emotion > Attitude,Dreamy,,,,,,
USHR11334762,Energy > Intensity > Medium,Medium-High Intensity,,,,,,
USHR11334762,Energy > Sound Color,Full,,,,,,
USHR11334762,Energy > Sound Color,Balanced,,,,,,
USHR11334762,Energy > Sound Color,Fluid,,,,,,
USHR11334762,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USHR11334762,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USHR11334762,Anatomy > Rhythm & Time > Tempo > Speed,Medium Fast,,,,,,
USHR11334762,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USHR11334762,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USHR11334762,Anatomy > Structure > Form,Song Form,,,,,,
USHR11334762,Anatomy > Structure > Dynamic Shape,Dynamic,,,,,,
USHR11334762,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USHR11334762,Anatomy > Harmony > Mode,Major,,,,,,
USHR11334762,Anatomy > Harmony > Root,D,,,,,,
USHR11334762,Anatomy > Production,Reverberant,,,,,,
USHR11334762,Anatomy > Arrangement,Voice & Music,,,,,,
USHR11334762,Application > Playlist > Activity,Party,,,,,,
USHR11334762,Application > Playlist > Activity,Dating,,,,,,
USHR11334762,Application > Playlist > Activity,Hanging Out,,,,,,
USHR11334762,Application > Playlist > Activity,Karaoke/Sing-Along,,,,,,
USHR11334762,Application > Playlist > Mood,Romantic,,,,,,
USHR11334762,Application > Playlist > Mood,Feeling Good,,,,,,
USHR11334762,Application > Playlist > Mood,Confident,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USHR11334762,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USHR11334762,Performance > Instrument,Drum Machine,,,,,,
USHR11334762,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Bass,,,,,,
USHR11334762,Performance > Instrument > Synthesizer > Synthesizer Part,Synth FX,,,,,,
USHR11334762,Performance > Instrument > Synthesizer > Synthesizer Part,Synth Pad,,,,,,
USHR11334762,Performance > Performer > Intensity,Medium,,,,,,
USWD11890242,Anatomy > Arrangement,Voice & Music,,,,,,
USWD11890242,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USWD11890242,Performance > Instrument,Drum Machine,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Tempo > Speed,Fast,,,,,,
USWD11890242,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USWD11890242,Anatomy > Harmony > Mode,Major,,,,,,
USWD11890242,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD11890242,Performance > Instrument,Percussion,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Meter,Simple,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Meter > Simple,4,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Tempo > Speed,Fast,,,,,,
USWD11890242,Genre,Pop,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Timbre,Electronic/Synthetic,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Section > Percussion,Has Percussion,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Section > Choir,No Choir,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Section > String Section,No Strings,,,,,,
USWD11890242,Performance > Ensemble > Ensemble Section > Wind Section,No Winds,,,,,,
USWD11890242,Anatomy > Arrangement,Voice & Music,,,,,,
USWD11890242,Performance > Voice > Vocal Range,Low Vocal Range,,,,,,
USWD11890242,Performance > Voice > Lead Vocals,Male,,,,,,
USWD11890242,Performance > Voice > Background Vocals,Male Backgrounds,,,,,,
USWD11890242,Performance > Performer > Intensity,Medium,,,,,,
USWD11890242,Performance > Instrument,Percussion,,,,,,
USWD11890242,Performance > Instrument,Drum Machine,,,,,,
USWD11890242,Lyrics > Lyric Theme > Feelings > Confidence,Empowered,,,,,,
USWD11890242,Lyrics > Lyric Theme > Feelings > Confidence,Getting Over,,,,,,
USWD11890242,Lyrics > Lyric Theme > Feelings > Confidence,Determination,,,,,,
USWD11890242,Lyrics > Lyric Theme > Feelings > Confidence,Ambition,,,,,,
USWD11890242,Lyrics > Lyric Theme > Feelings > Confidence,Individuality,,,,,,
USWD11890242,Lyrics > Lyric Theme > Feelings > Confidence,Persevere,,,,,,
USWD11890242,Lyrics > Lyric Theme > Feelings > Confidence,Resilient,,,,,,
USWD11890242,Lyrics > Lyric Theme > Feelings > Confidence,Survive,,,,,,
USWD11890242,Lyrics > Lyric Theme > Conflict > Stress,Difficult,,,,,,
USWD11890242,Lyrics > Lyric Theme > Conflict > Stress,Problems,,,,,,
USWD11890242,Lyrics > Lyric Theme > Conflict > Contempt,Anger,,,,,,
USWD11890242,Lyrics > Lyric Theme > Conflict > Contempt,Angst,,,,,,
USWD11890242,Performance > Instrument > Guitar,Electric Guitar,,,,,,
USWD11890242,Performance > Instrument > Bass,Electric Bass Guitar,,,,,,
USWD11890242,Anatomy > Structure > Dynamic Shape,Steady,,,,,,
USWD11890242,Anatomy > Structure > Structural Complexity,Simple Structure,,,,,,
USWD11890242,Anatomy > Harmony > Mode,Major,,,,,,
USWD11890242,Genre > Pop,Modern Pop,,,,,,
USWD11890242,Genre > Pop,Alternative Pop,,,,,,
USWD11890242,Energy > Emotion > Attitude,Confident,,,,,,
USWD11890242,Energy > Emotion > Attitude,Anthemic,,,,,,
USWD11890242,Energy > Intensity > High,High Intensity,,,,,,
USWD11890242,Energy > Sound Color,Bright,,,,,,
USWD11890242,Energy > Sound Color,Crisp,,,,,,
USWD11890242,Energy > Sound Color,Full,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Tempo > Persistent Pulse,Steady,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Beat Placement,On The Beat,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Rhythmic Feel,Simple Feel,,,,,,
USWD11890242,Anatomy > Rhythm & Time > Rhythmic Feel,Pulsating,,,,,,
USWD11890242,Application > Playlist > Mood,Confident,,,,,,
USWD11890242,Application > Playlist > Mood,Empowered,,,,,,
USWD11890242,Application > Playlist > Mood,Energized,,,,,,
USWD11890242,Application > Playlist > Activity,Karaoke/Sing-Along,,,,,,
USWD11890242,Application > Playlist > Activity,Working Out,,,,,,
USWD11890242,Energy > Emotion > Positive,Uplifting,,,,,,
USWD11890242,Energy > Emotion > Positive,Uplifting,,,,,,
USWD11890242,Anatomy > Harmony > Root,Gb/F#,,,,,,
USWD11890242,Anatomy > Rhythm & Time > BPM,*int*,,,,,,
USWD11890242,Application > Version,Studio Version,,,,,,
USWD11890242,Origin > Relevant Location > North America,United States,,,,,,
USWD11890242,Lyrics > Lyric Language > Indo-European,English,,,,,,
USWD11890242,Origin > Applicable Dates > Originally Released Date,*date*,,,,,,
USWD11890242,Application > Playlist > Time > Decade,2010s,,,,,,